same_employer,job_format,hours_worked_per_week,daily_work_type,job_match_interests,consider_career_likelihood,supervisor_support,supervisor_properly_train,supervisor_understand_role,supervisor_understand_expectations,supervisor_give_feedback,supervisor_achieve_goals,supervisor_comfortable,experience_rating,job_reference_person,mentor_person,recommend_job,new_job_prepared,interested_in_pursuing,post_high_school_plans,prepared_resume,prepared_cover_letter,asked_adult_reference,searched_jobs_online,discussed_wanted_jobs,developed_interview_answers,practiced_interviewing,usually_on_time_school_work,rarely_absent_school,meet_deadlines,keep_track_assignments,work_independently,ask_for_help,work_in_teams,rarely_get_upset_or_lose_temper,rarely_get_upset_when_corrected,rarely_get_into_arguments_friends,rarely_get_into_arguments_parents_teachers,rarely_difficulty_resolving_arguments,often_eye_contact_during_conversation,skills_to_improve,typically_manage_money,household_items_paid_for,parent_role_model,sibling_role_model,family_role_model,teacher_role_model,coach_role_model,clergy_role_model,supervisor_role_model,contribute_family,contribute_friends,contribute_coworkers,contribute_neighborhood,contribute_school,contribute_worship,feeling_nervous,cannot_stop_worrying,feeling_down,little_interest_in_things,gender,race,second_language_spoken_at_home,adult_live_with
Yes,I had an in-person job or internship,26+,Individual / Group Project Work,Very well,Likely,Very supportive,Yes,Yes,Yes,Yes,Yes,Yes,Very Good,Yes,Yes,Yes,Yes,"Life, Physical, and Social Sciences: (e.g.,  environmental scientist, biologist, sociologist),Community and Social Services: (e.g.,  community organizer, youth worker, or program leader),Education: (e.g.,  teacher, professor, or daycare provider),Healthcare Practitioner: (e.g.,  dentist, doctor, nurse, EMT, pharmacist, veterinarian),Sports: (e.g., coach, athlete)",Other (please write in):,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,"Academic skills (i.e. reading, writing, math),Communication skills (i.e. public speaking, writing emails),Job readiness skills (i.e. writing a resume and interviewing)",I have a budget and keep close track of how much I spend on things like clothing and entertainment.,I don't pay for any household bills,This does not apply to me,This does not apply to me,This does not apply to me,This does not apply to me,This does not apply to me,This does not apply to me,This does not apply to me,Not applicable (N/A),Not applicable (N/A),Not applicable (N/A),Not applicable (N/A),Not applicable (N/A),Not applicable (N/A),Not at all,Not at all,Not at all,Not at all,Male,Two or More Races,"Yes, Cape Verdean/French/Haitian Creole",Foster parent(s)
No,I had an in-person job or internship,16 to 20,Individual / Group Project Work,Very well,Very likely,Very supportive,Yes,Yes,Yes,Yes,Yes,Yes,Very Good,Yes,Yes,Yes,Yes,"Healthcare Practitioner: (e.g.,  dentist, doctor, nurse, EMT, pharmacist, veterinarian),Healthcare Support: (e.g.,  home health aid, therapist, medical assistant)",Enroll at a 4 year college/university,No,No,Yes,No,Yes,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,"Academic skills (i.e. reading, writing, math),Money management skills (i.e. paying bills, using savings account)",I have a budget and keep close track of how much I spend on things like clothing and entertainment.,Prefer not to say,Most of the time,This does not apply to me,Most of the time,Most of the time,Most of the time,This does not apply to me,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Not applicable (N/A),Not at all,Not at all,Not at all,Not at all,Female,Black or African American (Not Hispanic or Latino),No other language,Only my mother
No,I had an in-person job or internship,21 to 25,Peer Leader,Very well,Very likely,Very supportive,Yes,Yes,Yes,Yes,Yes,,Very Good,Yes,Yes,Yes,Yes,"Community and Social Services: (e.g.,  community organizer, youth worker, or program leader),Education: (e.g.,  teacher, professor, or daycare provider)",Enroll at a 4 year college/university,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Communication skills (i.e. public speaking, writing emails)",I have a budget and keep close track of how much I spend on things like clothing and entertainment.,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Female,Black or African American (Not Hispanic or Latino),No other language,Only my mother
No,I had an in-person job or internship,21 to 25,Individual / Group Project Work,Somewhat well,Likely,Very supportive,Yes,Yes,Yes,Yes,Yes,Yes,Very Good,Yes,Yes,Yes,Yes,"Military: (e.g., army, navy, air force, marines, coast guard)","Enroll at a 4 year college/university,Join the military (e.g., army, navy, air force, marines, coast guard)",No,No,No,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,"Communication skills (i.e. public speaking, writing emails),Job readiness skills (i.e. writing a resume and interviewing)","I have a somewhat good idea about how much I spend on things, but I don't keep track of each item.",,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,This does not apply to me,Sometimes,Sometimes,Most of the time,Sometimes,Never,Never,Never,Several days,Several days,Several days,Several days,Male,Hispanic or Latino,"Yes, Spanish",Only my mother
Yes,I had an in-person job or internship,21 to 25,Peer Leader,Very well,Not sure / maybe,Mostly supportive,Yes,Yes,Yes,Yes,Yes,Yes,Very Good,Yes,Yes,Yes,Yes,"Protective Services: (e.g.,  firefighter, police officer, security guard),Sports: (e.g., coach, athlete)",Work full-time,Yes,Yes,Yes,Yes,No,,No,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Agree,"Organizational skills (i.e. time management, keeping a calendar)",I have a budget and keep close track of how much I spend on things like clothing and entertainment.,I don't pay for any household bills,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Several days,Several days,Not at all,Several days,Male,Black or African American (Not Hispanic or Latino),No other language,Both of my parents
Yes,I had an in-person job or internship,21 to 25,Peer Leader,Somewhat well,Probably not,Often supportive,Yes,Yes,Yes,Yes,Yes,Yes,Neither Good Nor Bad,Yes,No,Yes,Yes,"Military: (e.g., army, navy, air force, marines, coast guard)","Join the military (e.g., army, navy, air force, marines, coast guard)",No,No,No,No,Yes,Yes,Yes,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,"Communication skills (i.e. public speaking, writing emails),Organizational skills (i.e. time management, keeping a calendar),Conflict resolution (i.e. finding nonviolent ways to solve disagreements with peers)","I don't have a good idea how much I spend on things, but I try to keep track of my overall spending.","Clothes/shoes,Eating out",Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Most of the time,Most of the time,Never,Never,Never,Never,Not at all,Not at all,Not at all,Not at all,Female,Hispanic or Latino,"Yes, Spanish",Only my mother
No,I had an in-person job or internship,21 to 25,Individual / Group Project Work,Very well,Likely,Very supportive,Yes,Yes,Yes,Yes,Yes,Yes,Very Good,Yes,Yes,Yes,Yes,"Legal: (e.g.,  lawyer, judge, paralegal),Healthcare Practitioner: (e.g.,  dentist, doctor, nurse, EMT, pharmacist, veterinarian),Healthcare Support: (e.g.,  home health aid, therapist, medical assistant)",Enroll at a 4 year college/university,Yes,No,Yes,Yes,Yes,No,No,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,"Communication skills (i.e. public speaking, writing emails),Job readiness skills (i.e. writing a resume and interviewing)","I have a somewhat good idea about how much I spend on things, but I don't keep track of each item.","Clothes/shoes,Eating out,Entertainment",Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,This does not apply to me,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Not applicable (N/A),Several days,Several days,More than half the days,Several days,Female,Hispanic or Latino,"Yes, Spanish",Both of my parents
No,I had a virtual (remote) job or internship,11 to 15,Food Services,Very well,Likely,Very supportive,Yes,Yes,Yes,Yes,Yes,Yes,Very Good,Yes,Yes,Yes,Yes,"Architecture and Engineering: (e.g.,  architect, civil, electrical, or mechanical engineer),Food Preparation and Serving: (e.g.,  chef, cook, bartender, waiter or waitress),Construction: (e.g.,  carpenter, painter, plumber, electrician, roofer)","Enroll in a career training program (e.g., City Academy, YearUp)",No,No,Yes,No,Yes,Yes,Yes,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"Academic skills (i.e. reading, writing, math),Computer skills (i.e. using Word or Excel, programming)",I have a budget and keep close track of how much I spend on things like clothing and entertainment.,"T/bus pass,Eating out,I don't pay for any household bills",Most of the time,Never,Sometimes,Never,Most of the time,This does not apply to me,Most of the time,Most of the time,Never,Sometimes,Never,Never,Not applicable (N/A),Not at all,Not at all,Not at all,Not at all,Female,Black or African American (Not Hispanic or Latino),No other language,Only my father
No,I had an in-person job or internship,21 to 25,Other,Somewhat well,Likely,Very supportive,No,Yes,Yes,Yes,Yes,No,Somewhat Good,No,No,Yes,Yes,"Healthcare Practitioner: (e.g.,  dentist, doctor, nurse, EMT, pharmacist, veterinarian),Healthcare Support: (e.g.,  home health aid, therapist, medical assistant)",Work full-time,Yes,No,Yes,No,No,No,No,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Agree,"Money management skills (i.e. paying bills, using savings account)",I have a budget and keep close track of how much I spend on things like clothing and entertainment.,Prefer not to say,Most of the time,Most of the time,Most of the time,This does not apply to me,This does not apply to me,This does not apply to me,This does not apply to me,Most of the time,Never,Never,Never,Never,Never,Not at all,Not at all,Not at all,Not at all,Female,Black or African American (Not Hispanic or Latino),No other language,Both of my parents
Yes,I had an in-person job or internship,21 to 25,Other,Somewhat well,Likely,Very supportive,No,Yes,Yes,Yes,Yes,Yes,Very Good,Yes,Yes,Yes,Yes,"Business and Financial: (e.g.,  marketer, accountant, loan officer, or investment banker),Healthcare Support: (e.g.,  home health aid, therapist, medical assistant)","Enroll at a 4 year college/university,Work part-time",Yes,No,,Yes,Yes,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Academic skills (i.e. reading, writing, math),Communication skills (i.e. public speaking, writing emails),Organizational skills (i.e. time management, keeping a calendar),Money management skills (i.e. paying bills, using savings account),Job readiness skills (i.e. writing a resume and interviewing)","I don't have a good idea how much I spend on things, but I try to keep track of my overall spending.","Clothes/shoes,Eating out",Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Several days,Several days,Several days,Several days,Female,Two or More Races,No other language,Only my mother
Yes,I had an in-person job or internship,21 to 25,Peer Leader,Somewhat well,Likely,Mostly supportive,Yes,Yes,Yes,Yes,Yes,Yes,Very Good,No,Yes,Yes,Yes,"Management: (e.g., CEO, director, manager),Business and Financial: (e.g.,  marketer, accountant, loan officer, or investment banker),Sports: (e.g., coach, athlete)",Undecided,No,No,Yes,Yes,Yes,Yes,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,"Academic skills (i.e. reading, writing, math),Communication skills (i.e. public speaking, writing emails),Organizational skills (i.e. time management, keeping a calendar),Money management skills (i.e. paying bills, using savings account),Job readiness skills (i.e. writing a resume and interviewing)","I don't have a good idea how much I spend on things, but I try to keep track of my overall spending.","T/bus pass,Clothes/shoes,Eating out",Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Several days,Several days,Not at all,Male,Black or African American (Not Hispanic or Latino),"Yes, Cape Verdean/French/Haitian Creole",Both of my parents
No,I had an in-person job or internship,21 to 25,Peer Leader,Very well,Likely,Very supportive,Yes,Yes,Yes,Yes,Yes,Yes,Very Good,Yes,Yes,Yes,Yes,"Arts, Design, Entertainment: (e.g.,  artist, dancer, musician, graphic designer, fashion designer)",Enroll at a 4 year college/university,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,"Academic skills (i.e. reading, writing, math),Money management skills (i.e. paying bills, using savings account)","I have a somewhat good idea about how much I spend on things, but I don't keep track of each item.","Clothes/shoes,Eating out,Entertainment",Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Several days,Several days,Several days,Several days,Male,White (Not Hispanic or Latino),No other language,Both of my parents
No,I had a mix of in-person and virtual/remote work,21 to 25,Other,Neither well nor poorly,Probably not,Mostly supportive,Yes,Yes,Yes,,Yes,Yes,Neither Good Nor Bad,Yes,Yes,No,Yes,"Management: (e.g., CEO, director, manager),Business and Financial: (e.g.,  marketer, accountant, loan officer, or investment banker),Computer and Mathematical: (e.g.,  web designer, software designer, computer programmer),Architecture and Engineering: (e.g.,  architect, civil, electrical, or mechanical engineer),Life, Physical, and Social Sciences: (e.g.,  environmental scientist, biologist, sociologist),Military: (e.g., army, navy, air force, marines, coast guard),Sports: (e.g., coach, athlete)",Enroll at a 4 year college/university,No,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Disagree,Disagree,Agree,"Communication skills (i.e. public speaking, writing emails),Job readiness skills (i.e. writing a resume and interviewing),Conflict resolution (i.e. finding nonviolent ways to solve disagreements with peers)","I have a somewhat good idea about how much I spend on things, but I don't keep track of each item.",I don't pay for any household bills,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,More than half the days,More than half the days,Not at all,Not at all,Male,Two or More Races,No other language,Both of my parents
Yes,I had an in-person job or internship,21 to 25,Individual / Group Project Work,Somewhat well,Not sure / maybe,Very supportive,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Good,Yes,Yes,Yes,Yes,"Architecture and Engineering: (e.g.,  architect, civil, electrical, or mechanical engineer),Personal Care and Service: (e.g.,  hairdresser, travel guide, fitness trainer),Construction: (e.g.,  carpenter, painter, plumber, electrician, roofer),Installation and Repair: (e.g.,  aircraft mechanic, automotive, home repair)","Enroll in an apprenticeship program (e.g., construction, hospitality)",No,No,Yes,Yes,Yes,Yes,Yes,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,"Academic skills (i.e. reading, writing, math),Communication skills (i.e. public speaking, writing emails),Organizational skills (i.e. time management, keeping a calendar)","I have a somewhat good idea about how much I spend on things, but I don't keep track of each item.","Groceries,Eating out",Most of the time,Sometimes,Sometimes,This does not apply to me,This does not apply to me,This does not apply to me,Most of the time,Sometimes,Sometimes,Sometimes,Not applicable (N/A),Sometimes,Not applicable (N/A),Several days,Not at all,Several days,More than half the days,Male,Black or African American (Not Hispanic or Latino),Prefer not to say,Only my mother
No,I had a mix of in-person and virtual/remote work,21 to 25,Individual / Group Project Work,Somewhat well,Likely,Very supportive,Yes,Yes,Yes,Yes,Yes,,Very Good,Yes,Yes,Yes,Yes,"Sports: (e.g., coach, athlete)",Enroll at a 4 year college/university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
